pct,probability,available,distance,price,stars,construction,events,congestion,hazards,rating
0.4048678824469085,-0.2713147594458368,-0.1511433679648352,0.8283753155408758,0.864195979705734,-0.5062082972312218,-0.6180602371015191,0.0,1.712472082937779,0.0,1
2.477783581923958,-2.877270177664352,-0.4644252359001471,0.8493172208641069,-1.0798923231475495,-0.5062082972312218,-0.7854495682185716,0.0,1.712472082937779,0.0,1
0.23212490749048775,-0.05415180792762716,-0.3350262034920835,1.0880549415489411,0.864195979705734,-0.5062082972312218,-0.6180602371015191,0.0,1.712472082937779,0.0,1
-0.4588469923351954,0.5973370466270016,3.308578130103392,1.2597785651994358,0.864195979705734,0.20645058595701182,-0.2832815748674143,0.0,-0.30506922608411857,0.0,3
0.5776108574033293,-0.48847771096404635,-0.4712357112900452,1.1341271332600493,-2.051936474574191,-0.5062082972312218,0.05149708736669058,0.0,-0.30506922608411857,0.0,4
-2.0135337669429823,1.6831518042180496,-0.27373192498300075,1.104808465807526,0.864195979705734,-0.5062082972312218,0.05149708736669058,0.0,-0.30506922608411857,0.0,1
-1.3225618671172992,1.2488259011816305,0.17575945075027286,-0.009300897388367004,0.864195979705734,1.6156409954997868,0.5536650807178479,0.0,-0.30506922608411857,0.0,4
-1.1498188921608785,1.0316629496634209,-0.4371833343405548,0.17498786945606642,1.8362401311323757,-0.5062082972312218,0.5536650807178479,0.0,-0.30506922608411857,0.0,1
-1.49530484207372,1.4659888526998401,-0.5189090390193318,0.21687168010252855,-1.0798923231475495,-0.5062082972312218,0.5536650807178479,0.0,-0.30506922608411857,0.0,3
-1.1498188921608785,1.0316629496634209,-0.3350262034920835,-0.8511654913822561,-0.32259889837956573,-0.5062082972312218,-0.11589224375036185,0.0,-0.30506922608411857,0.0,4
0.7503538323597501,-0.705640662482256,-0.4780461866799433,-0.8344119671236712,-1.0798923231475495,-0.5062082972312218,-0.11589224375036185,0.0,-0.30506922608411857,0.0,5
-0.11336104242235381,0.16301114359058244,-0.22605859725371416,-1.3118874084933396,0.864195979705734,0.20645058595701182,-0.11589224375036185,0.0,-0.30506922608411857,0.0,4
-1.668047817030141,1.4659888526998401,-0.19200622030422373,1.163445800712573,-1.0798923231475495,1.6156409954997868,0.21888641848374302,0.0,-0.30506922608411857,0.0,5
-1.3225618671172992,1.2488259011816305,-0.5120985636294337,1.1383155143246957,-1.0798923231475495,-0.5062082972312218,0.21888641848374302,0.0,-0.30506922608411857,0.0,2
-1.49530484207372,1.4659888526998401,-0.07622813867595628,0.44723263865807034,-0.10784817172090765,-0.5062082972312218,0.38627574960079547,0.0,-0.30506922608411857,0.0,2
-1.49530484207372,1.4659888526998401,-0.4712357112900452,0.518435116757056,-0.10784817172090765,0.20645058595701182,0.38627574960079547,0.0,-0.30506922608411857,0.0,3
-1.1498188921608785,1.0316629496634209,-0.39632048200116626,0.5477537842095794,-0.10784817172090765,0.5587481883427056,0.38627574960079547,0.0,-0.30506922608411857,0.0,3
-0.9770759172044577,1.0316629496634209,-0.4167519081708605,0.6022027380499803,0.864195979705734,2.085371132014045,0.38627574960079547,0.0,-0.30506922608411857,0.0,4
-0.6315899672916162,0.5973370466270016,-0.36907858044157393,-1.3286409327519244,0.864195979705734,-0.5062082972312218,0.05149708736669058,0.0,-0.30506922608411857,0.0,3
